chrom	start	end	gene	strand	fixed_alu	category	tss	gene_density	recomb_cM_Mb
chr17	2334657	2338657	TSR1	-	0	Housekeeping	2336657	13.0	0.8717227733679245
chr17	3666679	3670679	TAX1BP3	-	3	Housekeeping	3668679	26.0	1.7215311006642686
chr17	3666812	3670812	EMC6	+	3	Housekeeping	3668812	26.0	1.722042881979018
chr17	3694194	3698194	P2RX5-TAX1BP3	-	2	Housekeeping	3696194	26.0	1.885331953476097
chr17	4261995	4265995	ANKFY1	-	7	Housekeeping	4263995	19.0	0.09828695842625024
chr17	4364675	4368675	UBE2G1	-	7	Housekeeping	4366675	24.0	0.5861499604034748
chr17	4702337	4706337	PELP1	-	3	Housekeeping	4704337	35.0	2.462230177906033
chr17	4794144	4798144	PSMB6	+	5	Housekeeping	4796144	36.0	4.326322211262816
chr17	4938008	4942008	RNF167	+	1	Housekeeping	4940008	36.0	0.6178741193067161
chr17	4938053	4942053	SLC25A11	-	1	Housekeeping	4940053	36.0	0.6178128893123613
chr17	4947061	4951061	PFN1	-	0	Housekeeping	4949061	37.0	0.6002580367461086
chr17	4965817	4969817	SPAG7	-	3	Housekeeping	4967817	37.0	0.4024163198454467
chr17	7010417	7014417	RNASEK	+	2	Housekeeping	7012417	53.0	2.2089711092053577
chr17	7010635	7014635	RNASEK-C17orf49	+	2	Housekeeping	7012635	53.0	2.2085028032722676
chr17	7232517	7236517	DVL2	-	2	Housekeeping	7234517	63.0	0.5883493317222843
chr17	7240449	7244449	GABARAP	-	0	Housekeeping	7242449	63.0	0.4760963571804311
chr17	7250491	7254491	CTDNEP1	-	1	Housekeeping	7252491	63.0	0.8271347311288935
chr17	7402097	7406097	TMEM256	-	2	Housekeeping	7404097	65.0	3.361214515723283
chr17	7402097	7406097	TMEM256-PLSCR3	-	2	Housekeeping	7404097	65.0	3.361214515723283
chr17	7561287	7565287	SENP3-EIF4A1	+	0	Housekeeping	7563287	65.0	0.4504023802376267
chr17	7570824	7574824	EIF4A1	+	0	Housekeeping	7572824	65.0	0.4348867564972636
chr17	7612897	7616897	FXR2	-	6	Housekeeping	7614897	65.0	0.5588940575927737
chr17	7930123	7934123	TRAPPC1	-	0	Housekeeping	7932123	54.0	0.4422927866997739
chr17	8381213	8385213	RPL26	-	5	Housekeeping	8383213	33.0	1.9162495966358506
chr17	9574591	9578591	STX8	-	3	Housekeeping	9576591	6.0	2.8961592750541953
chr17	16378798	16382798	UBB	+	5	Housekeeping	16380798	12.0	1.4227855408616819
chr17	17040457	17044457	MPRIP	+	1	Housekeeping	17042457	12.0	0.3671922906826097
chr17	17474994	17478994	MED9	+	3	Housekeeping	17476994	12.0	1.27478388004711
chr17	17970422	17974422	TOM1L2	-	2	Housekeeping	17972422	18.0	0.05972988309665084
chr17	18181078	18185078	ALKBH5	+	2	Housekeeping	18183078	17.0	0.7037553849090017
chr17	19976343	19980343	AKAP10	-	3	Housekeeping	19978343	7.0	0.08847856518102049
chr17	21041760	21045760	USP22	-	2	Housekeeping	21043760	6.0	0.5144913613883517
chr17	27292076	27296076	WSB1	+	4	Housekeeping	27294076	3.0	1.305515164229476
chr17	28333602	28337602	TNFAIP1	+	2	Housekeeping	28335602	29.0	0.1766611333324164
chr17	28660198	28664198	SUPT6H	+	1	Housekeeping	28662198	33.0	0.03235580513987202
chr17	28717985	28721985	RPL23A	+	4	Housekeeping	28719985	34.0	0.09302403250380564
chr17	28853010	28857010	ERAL1	+	5	Housekeeping	28855010	33.0	0.48917574634607774
chr17	28895733	28899733	FLOT2	-	2	Housekeeping	28897733	28.0	0.5149970008648808
chr17	29292148	29296148	NUFIP2	-	1	Housekeeping	29294148	15.0	1.137105414452435
chr17	31857291	31861291	COPRS	-	2	Housekeeping	31859291	8.0	0.3771678882043972
chr17	38866644	38870644	RPL23	-	3	Housekeeping	38868644	18.0	2.3061961042713364
chr17	38867859	38871859	LASP1	+	0	Housekeeping	38869859	18.0	2.3357319675506716
chr17	39198283	39202283	RPL19	+	4	Housekeeping	39200283	25.0	3.5594146942707283
chr17	39728532	39732532	MIEN1	-	6	Housekeeping	39730532	26.0	0.23323143353593423
chr17	39978807	39982807	PSMD3	+	1	Housekeeping	39980807	28.0	0.4520803788800265
chr17	40119971	40123971	MSL1	+	2	Housekeeping	40121971	29.0	1.3017037126534348
chr17	40138318	40142318	CASC3	+	3	Housekeeping	40140318	27.0	1.2152381703675275
chr17	41686885	41690885	EIF1	+	2	Housekeeping	41688885	49.0	1.004376170084953
chr17	41964763	41968763	CNP	+	1	Housekeeping	41966763	38.0	0.11027355719505749
chr17	42019376	42023376	DNAJC7	-	3	Housekeeping	42021376	34.0	0.34888413276121355
chr17	42286633	42290633	STAT5B	-	0	Housekeeping	42288633	39.0	0.5357120350939226
chr17	42608623	42612623	RETREG3	-	2	Housekeeping	42610623	42.0	0.07942779388912413
chr17	42771449	42775449	VPS25	+	6	Housekeeping	42773449	37.0	0.3788237513101933
chr17	42796704	42800704	COA3	-	2	Housekeeping	42798704	35.0	0.4703894701499678
chr17	42822385	42826385	PSME3	+	8	Housekeeping	42824385	36.0	0.37336000498982
chr17	42962498	42966498	AARSD1	-	8	Housekeeping	42964498	34.0	1.2810279187719686
chr17	42978528	42982528	PTGES3L-AARSD1	-	3	Housekeeping	42980528	34.0	0.8881629223000687
chr17	42996273	43000273	RPL27	+	5	Housekeeping	42998273	35.0	0.3367760154135624
chr17	43023123	43027123	VAT1	-	5	Housekeeping	43025123	35.0	0.33822303764083017
chr17	44021946	44025946	TMEM101	-	0	Housekeeping	44023946	26.0	0.37256333514420703
chr17	44065619	44069619	LSM12	-	4	Housekeeping	44067619	27.0	0.2618575125056566
chr17	44068620	44072620	G6PC3	+	4	Housekeeping	44070620	27.0	0.2752401990268538
chr17	44955992	44959992	NMT1	+	3	Housekeeping	44957992	23.0	1.4514508096179668
chr17	45146475	45150475	HEXIM1	+	0	Housekeeping	45148475	23.0	0.9949094067943065
chr17	47187422	47191422	CDC27	-	1	Housekeeping	47189422	11.0	1.946129312582059
chr17	47520942	47524942	NPEPPS	+	7	Housekeeping	47522942	17.0	0.037818595533707366
chr17	47647476	47651476	KPNB1	+	5	Housekeeping	47649476	21.0	0.1610849944130166
chr17	47894150	47898150	SP2	+	1	Housekeeping	47896150	16.0	0.5503243125042445
chr17	48099478	48103478	CBX1	-	3	Housekeeping	48101478	20.0	0.03149190628874976
chr17	48829018	48833018	CALCOCO2	+	5	Housekeeping	48831018	23.0	0.2634927701977574
chr17	48890765	48894765	ATP5MC1	+	4	Housekeeping	48892765	24.0	0.09826252552187498
chr17	48906407	48910407	UBE2Z	+	4	Housekeeping	48908407	24.0	0.09889727161592532
chr17	50395523	50399523	LRRC59	-	2	Housekeeping	50397523	25.0	0.4950961493949535
chr17	50476860	50480860	RSAD1	+	4	Housekeeping	50478860	24.0	0.9328029091527412
chr17	50705914	50709914	ANKRD40	-	5	Housekeeping	50707914	21.0	1.073270363958585
chr17	50717565	50721565	LUC7L3	+	4	Housekeeping	50719565	21.0	0.8365720136775678
chr17	51118868	51122868	SPAG9	-	2	Housekeeping	51120868	11.0	0.7770080791327416
chr17	51151590	51155590	NME1-NME2	+	6	Housekeeping	51153590	10.0	0.7782434938818028
chr17	51163435	51167435	NME2	+	4	Housekeeping	51165435	10.0	0.7721134640249261
chr17	51258546	51262546	UTP18	+	2	Housekeeping	51260546	8.0	0.10209038023319295
chr17	58005346	58009346	SRSF1	-	2	Housekeeping	58007346	17.0	1.6115119683108503
chr17	58081419	58085419	DYNLL2	+	0	Housekeeping	58083419	19.0	1.3747368507223712
chr17	58351093	58355093	SUPT4H1	-	1	Housekeeping	58353093	21.0	0.9744095029451216
chr17	59563558	59567558	DHX40	+	1	Housekeeping	59565558	14.0	0.08568626557448056
chr17	63620415	63624415	MAP3K3	+	1	Housekeeping	63622415	25.0	0.2320750301939256
chr17	63825152	63829152	PSMC5	+	0	Housekeeping	63827152	27.0	0.02443113016269649
chr17	63828012	63832012	FTSJ3	-	0	Housekeeping	63830012	27.0	0.024503779909679224
chr17	63841065	63845065	SMARCD2	-	2	Housekeeping	63843065	27.0	0.029024064504454827
chr17	74201582	74205582	RPL38	+	3	Housekeeping	74203582	13.0	3.6863625343568174
chr17	75010670	75014670	MRPL58	+	3	Housekeeping	75012670	32.0	0.48778854907936875
chr17	75044985	75048985	ATP5PD	-	1	Housekeeping	75046985	33.0	0.7573782621690839
chr17	75180959	75184959	SUMO2	-	2	Housekeeping	75182959	34.0	0.8052398132790017
chr17	75259674	75263674	MRPS7	+	2	Housekeeping	75261674	33.0	0.3591397555935316
chr17	75403709	75407709	GRB2	-	4	Housekeeping	75405709	36.0	0.5015139999959217
chr17	75854507	75858507	WBP2	-	7	Housekeeping	75856507	33.0	0.2752014877074771
chr17	75903093	75907093	MRPL38	-	5	Housekeeping	75905093	35.0	0.14140808643816172
chr17	76382521	76386521	PRPSAP1	-	0	Housekeeping	76384521	33.0	1.5050573249135368
chr17	76451152	76455152	UBE2O	-	4	Housekeeping	76453152	29.0	0.9424873637702547
chr17	76735333	76739333	SRSF2	-	0	Housekeeping	76737333	20.0	0.704276985829182
chr17	80145151	80149151	EIF4A3	-	5	Housekeeping	80147151	15.0	0.7624681950014178
chr17	80989598	80993598	CHMP6	+	3	Housekeeping	80991598	10.0	2.6648662205771245
chr17	81646465	81650465	NPLOC4	-	7	Housekeeping	81648465	42.0	0.3276116204676782
chr17	81681326	81685326	HGS	+	2	Housekeeping	81683326	40.0	2.1093049427098265
chr17	81831302	81835302	MCRIP1	-	2	Housekeeping	81833302	40.0	2.5983299566638607
chr17	81858856	81862856	P4HB	-	3	Housekeeping	81860856	42.0	2.7955007846564683
chr17	81888790	81892790	ANAPC11	+	2	Housekeeping	81890790	43.0	3.009702409289332
chr17	81974807	81978807	ASPSCR1	+	7	Housekeeping	81976807	46.0	1.0713580231809772
chr17	82063887	82067887	DUS1L	-	3	Housekeeping	82065887	44.0	2.538638815306342
chr17	82271700	82275700	CSNK1D	-	1	Housekeeping	82273700	39.0	1.9115266017512056
chr17	82714706	82718706	FN3KRP	+	4	Housekeeping	82716706	18.0	1.6120127258790262
chr18	156383	160383	USP14	+	5	Housekeeping	158383	6.0	0.35188228763339935
chr18	3245481	3249481	MYL12A	+	0	Housekeeping	3247481	5.0	2.4502221842784344
chr18	3259479	3263479	MYL12B	+	2	Housekeeping	3261479	5.0	2.495879610294658
chr18	8607437	8611437	RAB12	+	1	Housekeeping	8609437	2.0	1.9459909465123815
chr18	9473009	9477009	RALBP1	+	1	Housekeeping	9475009	7.0	1.150040049046268
chr18	9912016	9916016	VAPA	+	1	Housekeeping	9914016	4.0	2.3833469092419435
chr18	10523905	10527905	NAPG	+	2	Housekeeping	10525905	1.0	1.0962834150131684
chr18	12656043	12660043	PSMG2	+	2	Housekeeping	12658043	9.0	0.06452587920549036
chr18	26089217	26093217	SS18	-	1	Housekeeping	26091217	2.0	0.036756849637598066
chr18	35579117	35583117	GALNT1	+	0	Housekeeping	35581117	8.0	0.40850623101924555
chr18	36127385	36131385	SLC39A6	-	3	Housekeeping	36129385	5.0	0.5530033572446769
chr18	54222669	54226669	MBD2	-	2	Housekeeping	54224669	5.0	0.3871973009169949
chr18	56649600	56653600	TXNL1	-	1	Housekeeping	56651600	2.0	0.09532444930073325
chr18	59357265	59361265	LMAN1	-	0	Housekeeping	59359265	6.0	0.3785671937089319
chr18	68713108	68717108	TMX3	-	3	Housekeeping	68715108	1.0	1.5282426847137742
chr19	529760	533760	CDC34	+	2	Housekeeping	531760	33.0	5.915364582995227
chr19	569277	573277	BSG	+	5	Housekeeping	571277	35.0	7.021343870138563
chr19	661233	665233	RNF126	-	3	Housekeeping	663233	36.0	3.826110310847508
chr19	911245	915245	R3HDM4	-	5	Housekeeping	913245	44.0	3.5998001840445815
chr19	1019179	1023179	TMEM259	-	4	Housekeeping	1021179	47.0	2.1781326192288075
chr19	1101982	1105982	GPX4	+	3	Housekeeping	1103982	45.0	2.4289657225439987
chr19	1175558	1179558	STK11	+	8	Housekeeping	1177558	44.0	3.0753007981093194
chr19	1257384	1261384	CIRBP	+	0	Housekeeping	1259384	42.0	4.9460134691660596
chr19	1436358	1440358	RPS15	+	6	Housekeeping	1438358	38.0	1.871446208382972
chr19	1603473	1607473	UQCR11	-	6	Housekeeping	1605473	35.0	1.111830903459854
chr19	1846483	1850483	REXO1	-	5	Housekeeping	1848483	39.0	1.1839743233351108
chr19	1883496	1887496	ABHD17A	-	6	Housekeeping	1885496	38.0	1.5889907224435351
chr19	1939172	1943172	CSNK1G2	+	3	Housekeeping	1941172	36.0	1.6876905855909374
chr19	2032881	2036881	BTBD2	-	7	Housekeeping	2034881	32.0	4.423882303508231
chr19	2094673	2098673	MOB3A	-	2	Housekeeping	2096673	30.0	2.801678943631405
chr19	2234824	2238824	SF3A2	+	5	Housekeeping	2236824	29.0	1.9621330477019505
chr19	2425586	2429586	TIMM13	-	0	Housekeeping	2427586	30.0	1.2223353306052687
chr19	2781362	2785362	SGTA	-	3	Housekeeping	2783362	25.0	1.8399991050761777
chr19	3183563	3187563	NCLN	+	3	Housekeeping	3185563	29.0	3.7017716347355645
chr19	3312403	3316403	NFIC	+	2	Housekeeping	3314403	29.0	4.741335701204115
chr19	3624815	3628815	CACTIN	-	5	Housekeeping	3626815	28.0	2.1355537615232834
chr19	3698468	3702468	PIP5K1C	-	3	Housekeeping	3700468	28.0	3.129187988990836
chr19	3760682	3764682	MRPL54	+	7	Housekeeping	3762682	29.0	5.301100893397681
chr19	3969123	3973123	DAPK3	-	7	Housekeeping	3971123	36.0	2.054680880706563
chr19	4005736	4009736	PIAS4	+	5	Housekeeping	4007736	33.0	0.8523076428745746
chr19	4245080	4249080	YJU2	+	6	Housekeeping	4247080	33.0	2.562625798402145
chr19	4398547	4402547	SH3GL1	-	4	Housekeeping	4400547	30.0	0.7587993768882129
chr19	4455794	4459794	UBXN6	-	5	Housekeeping	4457794	31.0	1.114089417324866
chr19	4668362	4672362	MYDGF	-	5	Housekeeping	4670362	26.0	1.4191392608198328
chr19	5621035	5625035	SAFB	+	0	Housekeeping	5623035	22.0	0.22488883843472252
chr19	5622046	5626046	SAFB2	-	0	Housekeeping	5624046	22.0	0.21146038704671355
chr19	5672947	5676947	RPL36	+	3	Housekeeping	5674947	23.0	0.2132506489555297
chr19	6370794	6374794	ALKBH7	+	5	Housekeeping	6372794	27.0	0.8271083684626035
chr19	6391981	6395981	GTF2F1	-	4	Housekeeping	6393981	28.0	0.5607754735409998
chr19	6422811	6426811	KHSRP	-	2	Housekeeping	6424811	23.0	1.2438677943540455
chr19	8003659	8007659	ELAVL1	-	6	Housekeeping	8005659	41.0	1.4960985533445026
chr19	8306358	8310358	CD320	-	4	Housekeeping	8308358	27.0	3.1736264214386622
chr19	8319158	8323158	RPS28	+	2	Housekeeping	8321158	27.0	2.820347267487513
chr19	8442767	8446767	HNRNPM	+	6	Housekeeping	8444767	21.0	0.3782480221712703
chr19	9825892	9829892	UBL5	+	5	Housekeeping	9827892	29.0	0.6185320779016479
chr19	9833257	9837257	PIN1	+	4	Housekeeping	9835257	30.0	0.6314617208261453
chr19	10418121	10422121	CDC37	-	0	Housekeeping	10420121	36.0	0.32567575511524893
chr19	10501558	10505558	KEAP1	-	7	Housekeeping	10503558	38.0	1.9301000921923617
chr19	10652304	10656304	ILF3	+	3	Housekeeping	10654304	31.0	0.5594105244742309
chr19	10834318	10838318	TMED1	-	4	Housekeeping	10836318	25.0	0.13457941230882398
chr19	11344518	11348518	TMEM205	-	3	Housekeeping	11346518	30.0	2.205297764253693
chr19	11433284	11437284	PRKCSH	+	6	Housekeeping	11435284	31.0	2.563096111677581
chr19	11527172	11531172	ECSIT	-	8	Housekeeping	11529172	32.0	2.345988600953177
chr19	11557230	11561230	ELOF1	-	9	Housekeeping	11559230	35.0	2.444704554568986
chr19	12732684	12736684	TRIR	-	7	Housekeeping	12734684	47.0	0.525698860135293
chr19	12799800	12803800	PRDX2	-	3	Housekeeping	12801800	46.0	0.5215099500152576
chr19	12879595	12883595	DNASE2	-	9	Housekeeping	12881595	44.0	0.26451377181260227
chr19	12932037	12936037	FARSA	-	5	Housekeeping	12934037	43.0	1.0586913422937272
chr19	12936578	12940578	CALR	+	2	Housekeeping	12938578	43.0	1.062772960793481
chr19	12943855	12947855	RAD23A	+	4	Housekeeping	12945855	41.0	1.0666054657814072
chr19	12955223	12959223	GADD45GIP1	-	8	Housekeeping	12957223	41.0	1.1074755194009356
chr19	13772456	13776456	C19orf53	+	7	Housekeeping	13774456	20.0	3.1181234640587974
chr19	13950509	13954509	DCAF15	+	3	Housekeeping	13952509	23.0	0.8705573203903327
chr19	14089036	14093036	SAMD1	-	0	Housekeeping	14091036	29.0	1.2726535110799375
chr19	14417383	14421383	DDX39A	-	8	Housekeeping	14419383	28.0	4.202361055710213
chr19	14570066	14574066	NDUFB7	-	10	Housekeeping	14572066	26.0	2.694716216183508
chr19	16065021	16069021	TPM4	+	2	Housekeeping	16067021	20.0	4.186557901029886
chr19	16183380	16187380	FAM32A	+	7	Housekeeping	16185380	23.0	2.0879715922860242
chr19	16570415	16574415	SLC35E1	-	2	Housekeeping	16572415	19.0	0.15456504126099446
chr19	17213346	17217346	USE1	+	5	Housekeeping	17215346	30.0	0.9826572388953991
chr19	17243919	17247919	NR2F6	-	2	Housekeeping	17245919	30.0	0.7755518363408243
chr19	17290609	17294609	MRPL34	+	6	Housekeeping	17292609	31.0	0.34725932318501407
chr19	17307518	17311518	DDA1	+	8	Housekeeping	17309518	32.0	0.7976844058083543
chr19	17509636	17513636	PGLS	+	8	Housekeeping	17511636	37.0	2.471428278065062
chr19	17857910	17861910	RPL18A	+	4	Housekeeping	17859910	35.0	4.671040978939089
chr19	17931015	17935015	CCDC124	+	6	Housekeeping	17933015	34.0	2.8233520000570422
chr19	18321112	18325112	LSM4	-	3	Housekeeping	18323112	33.0	2.474014703883327
chr19	18520116	18524116	ELL	-	4	Housekeeping	18522116	34.0	1.1720813545684905
chr19	18542077	18546077	FKBP8	-	5	Housekeeping	18544077	36.0	1.3094530547040506
chr19	18555762	18559762	KXD1	+	6	Housekeeping	18557762	36.0	1.3500099729826331
chr19	18569730	18573730	UBA52	+	6	Housekeeping	18571730	37.0	1.304368794855506
chr19	18917387	18921387	COPE	-	4	Housekeeping	18919387	32.0	4.478636947066974
chr19	18917705	18921705	DDX49	+	3	Housekeeping	18919705	32.0	4.479151493292335
chr19	19318829	19322829	MAU2	+	4	Housekeeping	19320829	32.0	0.07546526400801667
chr19	32579190	32583190	PDCD5	+	3	Housekeeping	32581190	11.0	1.6928925541286333
chr19	34170504	34174504	LSM14A	+	3	Housekeeping	34172504	7.0	1.9904326535503714
chr19	35266962	35270962	USF2	+	0	Housekeeping	35268962	43.0	0.8771891015403099
chr19	35627030	35631030	RBM42	+	6	Housekeeping	35629030	53.0	1.8406612917574705
chr19	36113213	36117213	POLR2I	-	1	Housekeeping	36115213	41.0	1.2776994289693278
chr19	36137953	36141953	CAPNS1	+	4	Housekeeping	36139953	40.0	1.5874159504434715
chr19	36212602	36216602	ZNF146	+	5	Housekeeping	36214602	38.0	0.5420529939370056
chr19	38372563	38376563	PSMD8	+	6	Housekeeping	38374563	25.0	0.8903854035153813
chr19	38617082	38621082	EIF3K	+	4	Housekeeping	38619082	33.0	0.4857510584684377
chr19	38829841	38833841	ECH1	-	8	Housekeeping	38831841	34.0	0.8739488760953407
chr19	38897862	38901862	SIRT2	-	6	Housekeeping	38899862	34.0	1.8752825234084725
chr19	39340421	39344421	SAMD4B	+	1	Housekeeping	39342421	38.0	1.3296190654698137
chr19	39389154	39393154	PAF1	-	4	Housekeeping	39391154	37.0	2.1679526349034006
chr19	39389303	39393303	MED29	+	4	Housekeeping	39391303	37.0	2.1677893425965067
chr19	39433949	39437949	RPS16	-	4	Housekeeping	39435949	33.0	2.1484270289913354
chr19	39538161	39542161	EID2	-	4	Housekeeping	39540161	32.0	0.6182457249100537
chr19	39844379	39848379	FBL	-	1	Housekeeping	39846379	27.0	1.3089391814772
chr19	40346456	40350456	PLD3	+	5	Housekeeping	40348456	29.0	0.6369397620106554
chr19	40748637	40752637	SNRPA	+	3	Housekeeping	40750637	28.0	0.31960650738568575
chr19	40776242	40780242	RAB4B-EGLN2	+	3	Housekeeping	40778242	29.0	1.0317842538250943
chr19	40796996	40800996	EGLN2	+	2	Housekeeping	40798996	28.0	1.190344710678204
chr19	41260496	41264496	HNRNPUL1	+	2	Housekeeping	41262496	29.0	1.2647229142623928
chr19	41308172	41312172	CCDC97	+	6	Housekeeping	41310172	24.0	2.0308034181627477
chr19	41957321	41961321	RABAC1	-	4	Housekeeping	41959321	32.0	0.57881769358616
chr19	42240625	42244625	GSK3A	-	3	Housekeeping	42242625	30.0	0.3449756988530339
chr19	44952585	44956585	CLPTM1	+	5	Housekeeping	44954585	31.0	2.012682911844621
chr19	45089396	45093396	PPP1R37	+	3	Housekeeping	45091396	34.0	1.4862387576123126
chr19	45690569	45694569	SNRPD2	-	6	Housekeeping	45692569	34.0	1.1493882398370658
chr19	45884141	45888141	IRF2BP1	-	1	Housekeeping	45886141	33.0	1.4157879235222026
chr19	46744994	46748994	STRN4	-	3	Housekeeping	46746994	20.0	0.603265774099242
chr19	46858997	46862997	ARHGAP35	+	1	Housekeeping	46860997	23.0	3.2895709743628743
chr19	47253980	47257980	CCDC9	+	7	Housekeeping	47255980	20.0	1.92127883556779
chr19	47513091	47517091	NAPA	-	5	Housekeeping	47515091	24.0	0.26372988914772577
chr19	47743546	47747546	NOP53	+	7	Housekeeping	47745546	23.0	2.8496822694660295
chr19	47776677	47780677	SELENOW	+	7	Housekeeping	47778677	23.0	2.8274837537766473
chr19	48389551	48393551	KDELR1	-	0	Housekeeping	48391551	36.0	1.1507342545803567
chr19	48617184	48621184	RPL18	-	4	Housekeeping	48619184	54.0	2.456097799449708
chr19	49083419	49087419	SNRNP70	+	7	Housekeeping	49085419	58.0	1.8728753871090476
chr19	49485510	49489510	RPL13A	+	6	Housekeeping	49487510	59.0	1.0000600459332531
chr19	49494365	49498365	RPS11	+	5	Housekeeping	49496365	57.0	0.7146036941279021
chr19	49588262	49592262	NOSIP	-	2	Housekeeping	49590262	46.0	0.7851019151031835
chr19	49673786	49677786	PRMT1	+	7	Housekeeping	49675786	42.0	1.5071956485842009
chr19	49765001	49769001	AP2A1	+	3	Housekeeping	49767001	43.0	3.8507164742642885
chr19	50327653	50331653	NR1H2	+	1	Housekeeping	50329653	33.0	2.484285826940038
chr19	54157721	54161721	LENG1	-	4	Housekeeping	54159721	33.0	3.2050278650399378
chr19	54198809	54202809	RPS9	+	5	Housekeeping	54200809	33.0	4.733335038949633
chr19	54447190	54451190	LENG8	+	3	Housekeeping	54449190	38.0	3.1268838782595765
chr19	55115637	55119637	PPP1R12C	-	2	Housekeeping	55117637	47.0	1.5565742973872432
chr19	55257017	55261017	PPP6R1	-	3	Housekeeping	55259017	51.0	2.7337339829482232
chr19	55383932	55387932	RPL28	+	0	Housekeeping	55385932	49.0	1.9379321861006815
chr19	55460343	55464343	ISOC2	-	2	Housekeeping	55462343	49.0	3.0158630863110147
chr19	55599970	55603970	FIZ1	-	0	Housekeeping	55601970	46.0	2.7594594014158247
chr19	55652146	55656146	U2AF2	+	1	Housekeeping	55654146	46.0	0.9877912279824841
chr19	55673226	55677226	EPN1	+	0	Housekeeping	55675226	43.0	0.6724861024343909
chr19	58303374	58307374	ERVK3-1	+	2	Housekeeping	58305374	36.0	2.4311152900433797
